o_zone_id,d_zone_id,mode_id,cost
1,3,1,3.639731954669971
1,5,1,2.907307081518777
1,6,1,3.017542358979457
1,7,1,3.185785378744436
1,8,1,2.869919981838162
1,9,1,4.316582321346461
1,10,1,4.570108748328951
1,11,1,3.741673806054478
1,12,1,3.7376146637974035
1,13,1,1.5140200703393938
1,14,1,1.547720091998672
1,15,1,2.463647260456372
1,16,1,2.283010431072898
1,19,1,2.8678953798976745
1,20,1,2.4960939457693985
1,22,1,3.653531895728329
1,23,1,3.608921322449842
1,25,1,2.2214395131367075
1,26,1,2.258466688873345
1,29,1,0.44743045285645044
1,30,1,3.697194097979829
1,31,1,3.7752418913077057
1,32,1,4.712219879344948
1,33,1,4.7280843841375075
1,34,1,2.5795556248435476
1,36,1,2.321840440136063
1,37,1,2.529118068587123
1,39,1,2.2333011435440557
1,44,1,3.177934537716437
1,46,1,2.293374312495451
1,47,1,2.3081336936703423
1,48,1,2.4363316039938288
1,49,1,2.4956815626725417
1,51,1,2.8477946571709074
1,54,1,1.332334533988201
1,55,1,1.6904909943117763
1,57,1,0.4906213261336945
1,58,1,1.0709237016416666
1,59,1,1.1449330626219443
1,60,1,1.2802580383440239
1,61,1,1.193785239601327
1,62,1,1.2174427405023176
1,63,1,1.4621160382517056
1,64,1,2.3481295278099807
1,65,1,2.1328621591104784
1,66,1,2.198966047749832
1,67,1,2.2027773852280172
1,68,1,2.258158539703055
1,69,1,2.0868518816054142
1,70,1,1.4789874731256292
1,71,1,2.386177916324172
1,72,1,2.3953366952557307
1,73,1,2.217881336448482
1,74,1,2.3000325483916213
1,75,1,2.3116229563494533
1,77,1,2.287895113169729
1,78,1,3.7252516512425675
1,79,1,3.8520217382813535
1,80,1,3.401665832177875
1,81,1,3.093888011988942
1,83,1,2.1206161753975454
1,84,1,2.076307681143468
1,85,1,2.5705200341666243
1,86,1,3.1156117250927178
1,87,1,3.294411442678809
1,88,1,2.9761130777434937
1,89,1,3.1401177966810696
1,90,1,2.9891565715049104
1,94,1,1.597066093198809
1,95,1,1.5805588670777195
1,96,1,1.6631806938603046
1,97,1,3.869327248096971
1,98,1,3.8618388304847824
1,99,1,4.136108493233252
1,100,1,4.443489968602924
1,103,1,4.717854670792285
1,104,1,3.8982480415662857
1,105,1,4.619828956169254
1,106,1,4.037889962211661
1,107,1,4.3886313822747205
1,109,1,2.3933389923930664
1,110,1,2.9337751492293207
1,111,1,3.550201141406238
1,112,1,2.857900557393537
1,113,1,2.8732348170900583
1,114,1,2.4416754450175375
1,115,1,3.503913154727137
1,116,1,2.682492087483955
1,117,1,2.73058192555422
1,118,1,3.45886553094525
1,119,1,3.5702294984723104
1,120,1,2.8090211540245424
1,122,1,4.366990419541994
1,123,1,4.414077344539198
1,124,1,4.844036489281764
1,125,1,3.2162648309466695
1,126,1,3.269119287198922
1,127,1,3.6271817495282
1,128,1,3.820469477061581
1,130,1,3.6049395745527444
1,131,1,3.013997750852612
1,132,1,3.130705232091594
1,133,1,2.799800156097708
1,134,1,2.940224054359462
1,135,1,4.24977643818939
1,136,1,4.239198673391399
1,137,1,4.319127408540591
1,138,1,4.32587598249016
1,139,1,1.7321982525223294
1,140,1,1.9211261870438459
1,142,1,2.2906141814568173
1,143,1,2.452297515929334
1,144,1,2.8557022719162606
1,145,1,3.890010496538954
1,146,1,3.841699276677751
1,147,1,3.421210987778486
1,148,1,3.0064350632202386
1,149,1,3.4052115115069364
1,151,1,4.015842031904382
1,153,1,2.9122656765683903
1,154,1,2.6532061330820627
1,155,1,2.7327750335541285
1,156,1,3.4368119768263488
1,158,1,3.8308668335533285
1,160,1,3.700809762520218
1,161,1,2.8614049954373497
1,162,1,4.5734991926038
