mode,route_id,o_zone_id,d_zone_id,unique_route_id,prob,node_ids,link_ids,distance_mile,total_distance_km,total_free_flow_travel_time,total_travel_time,route_key,seed_od_volume,target_od_volume,final_est_od_volume,volume,
sov,0,1,2,1,1,1;2,1,6,9.654,6,6.00086,3_1,100,0,100,100
sov,0,1,3,1,1,1;3,2,4,6.436,4,4.00899,4_2,100,0,100,100
sov,0,1,4,1,1,1;3;4,2;6,8,12.872,8,8.31257,8_8,500,0,500,500
sov,0,1,5,1,1,1;3;4;5,2;6;9,10,16.09,10,10.6542,13_17,200,0,200,200
sov,0,1,6,1,1,1;2;6,1;4,11,17.699,11,12.5656,9_5,300,0,300,300
sov,1,1,7,2,0.00288149,1;3;4;5;9;8;7,2;6;9;13;24;20,28,45.052,28,41.2815,37_74,500,0,500,1.44074
sov,0,1,7,1,0.997119,1;2;6;8;7,1;4;16;20,16,25.744,16,33.0609,24_41,500,0,500,498.559
sov,0,1,8,1,0.997119,1;2;6;8,1;4;16,13,20.917,13,27.4087,17_21,800,0,800,797.695
sov,1,1,8,2,0.00288149,1;3;4;5;9;8,2;6;9;13;24,25,40.225,25,35.6293,30_54,800,0,800,2.30519
sov,0,1,9,1,1,1;3;4;5;9,2;6;9;13,15,24.135,15,20.4614,22_30,500,0,500,500
sov,0,1,10,1,0.99573,1;3;4;5;9;10,2;6;9;13;25,18,28.962,18,26.1573,32_55,1300,0,1300,1294.45
sov,5,1,10,2,0.00426992,1;3;12;11;10,2;7;36;32,19,30.571,19,34.1335,37_77,1300,0,1300,5.55089
sov,0,1,11,1,0.989819,1;3;4;11,2;6;10,14,22.526,14,15.8393,19_18,500,0,500,494.91
sov,2,1,11,2,0.0101807,1;3;12;11,2;7;36,14,22.526,14,22.0302,27_45,500,0,500,5.09033
sov,0,1,12,1,1,1;3;12,2;7,8,12.872,8,8.0335,16_9,200,0,200,200
sov,0,1,13,1,1,1;3;12;13,2;7;37,11,17.699,11,11.0612,29_46,500,0,500,500
sov,0,1,14,1,0.968518,1;3;4;11;14,2;6;10;34,18,28.962,18,30.3854,33_52,300,0,300,290.555
